id,title,series,author,genre,date_published,publisher,num_of_page,lang,review_count,rate,award
1844,Secret Deceptions (Amatore's Restaurant #1),"
        (Amatore's Restaurant #1)
",James Sillwood,,June 29th 2014,Createspace Independent Publishing Platform,176,English,10,4.46,
1845,"Daemon (Daemon, #1)","
        (Daemon #1)
",Daniel Suarez,"Science Fiction,Fiction,Thriller,Science Fiction,Cyberpunk,Mystery,Audiobook,Science,Technology,Mystery,Crime,Fantasy",January 8th 2009,"Dutton Books

            ,",432,English,"3,208",4.16,
1846,The V Girl: a Coming of Age Story,,Mya Robarts,"Romance,Young Adult,Coming Of Age,Young Adult,War,Love,Science Fiction,Dystopia,Fiction,Science Fiction,New Adult",June 20th 2015,Mya Robarts,340,English,"1,456",4.02,
1847,Arthur & George,,Julian Barnes,"Fiction,Historical,Historical Fiction,Mystery,Historical,European Literature,British Literature,Literary Fiction,Mystery,Crime,Literature,Contemporary",January 9th 2007,"Vintage International

            ,",445,English,"1,588",3.74,"Booker Prize Nominee (2005),International Dublin Literary Award Nominee for Shortlist (2007)"
1848,Pompeii,,Robert   Harris,"Historical,Historical Fiction,Fiction,Historical,Cultural,Italy,Thriller,Mystery,Novels,Roman,Adventure",November 8th 2005,"Random House Trade Paperbacks

            ,",274,English,"2,640",3.83,
1849,"Tiger's Curse (The Tiger Saga, #1)","
        (Tiger's Curse #1)
",Colleen Houck,"Fantasy,Young Adult,Romance,Fantasy,Paranormal,Fantasy,Mythology,Fantasy,Magic,Fiction,Adventure,Fantasy,Urban Fantasy",January 11th 2011,Sterling,403,English,"6,015",4.06,"Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Protagonist Novel (2011),Soaring Eagle Book Award (2013),Next Generation Indie Book Awards Nominee for Young Adult Fiction (2010)"
1850,Remainder,,Tom McCarthy,"Fiction,Novels,Literature,Contemporary,Literary Fiction,European Literature,British Literature,Literature,21st Century,Philosophy,Book Club",February 13th 2007,"Vintage

            ,",308,English,922,3.66,Believer Book Award (2007)
1851,The Tainted Trust (The King Trilogy #2),"
        (The King Trilogy #2)
",Stephen Douglass,Thriller,January 9th 2014,"Stephen Douglass

            ,",nan,English,15,3.96,
1852,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,,A.J. Jacobs,"Nonfiction,Religion,Humor,Autobiography,Memoir,Biography,Spirituality,Biography Memoir,Christian,Religion,Christianity",October 1st 2007,"Simon & Schuster

            ,",388,English,"5,368",3.74,NAIBA Book of the Year for Nonfiction (2008)
1853,Madame de Stäel,,Maria Fairweather,"Biography,History,Nonfiction,Cultural,France,Historical,Literature,18th Century,History,European History,Politics,Literature,19th Century",February 27th 2006,"Da Capo Press

            ,",524,English,21,4.24,
1854,Train Dreams,,Denis Johnson,"Fiction,Historical,Historical Fiction,Novella,Westerns,Novels,Literary Fiction,Short Stories,Literature,Contemporary",August 30th 2011,"Farrar, Straus and Giroux

            ,",116,English,"2,245",3.85,Pulitzer Prize Nominee for Fiction (2012)
1855,The Violets of March,,Sarah Jio,"Fiction,Historical,Historical Fiction,Romance,Womens Fiction,Chick Lit,Mystery,Contemporary,Adult Fiction,Historical,Womens Fiction",April 26th 2011,Plume,296,English,"2,929",3.82,
1856,The Fall of Berlin 1945,,Antony Beevor,"History,Nonfiction,War,World War II,War,Military,Military History,Cultural,Germany,War,Military Fiction,Cultural,Russia,History,European History",April 29th 2003,"Penguin Books

            ,",490,English,591,4.26,
1857,"The Evolution of Mara Dyer (Mara Dyer, #2)","
        (Mara Dyer #2)
",Michelle Hodkin,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Mystery,Fantasy,Supernatural,Fiction,Horror,Thriller",October 23rd 2012,Simon & Schuster Books for Young Readers,545,English,"8,768",4.23,
1858,At Home: A Short History of Private Life,,Bill Bryson,"Nonfiction,History,Audiobook,Humor,Historical,Science,Architecture,Sociology,European Literature,British Literature",October 5th 2010,"Doubleday

            ,",497,English,"6,638",3.96,Goodreads Choice Award Nominee for History and Biography (2010)
1859,The Dark Side: The Inside Story of How the War on Terror Turned Into a War on American Ideals,,Jane Mayer,"Nonfiction,Politics,History,War,War,Terrorism,War,Military Fiction,North American Hi...,American History,Law,Audiobook",August 20th 2008,"Doubleday Books

            ,",392,English,461,4.19,"Goldsmith Book Prize for Trade (2009),J. Anthony Lukas Book Prize (2009),Ambassador Book Award for Current Affairs (2009),PEN/John Kenneth Galbraith Award for Nonfiction Nominee (2009),Helen Bernstein Book Award for Excellence in Journalism (2009)"
1860,"Paranormalcy (Paranormalcy, #1)","
        (Paranormalcy #1)
",Kiersten White,"Young Adult,Fantasy,Paranormal,Fantasy,Romance,Paranormal,Vampires,Fantasy,Urban Fantasy,Fantasy,Supernatural,Romance,Paranormal Romance,Shapeshifters,Werewolves",August 31st 2010,HarperTeen,335,English,"6,164",3.86,"Utah Book Award for Young Adult (2010),Whitney Award for Best Novel by a New Author (2010),Lincoln Award Nominee (2013)"
1861,Trust: Pandora's Box (TRUST Trilogy #3; TRUST Universe #6-8),"
        (TRUST Trilogy #3)
",Cristiane Serruya,"Romance,Adult Fiction,Erotica",April 16th 2014,"CreateSpace

            ,",675,English,37,3.93,
1862,"Faefever (Fever, #3)","
        (Fever #3)
",Karen Marie Moning,"Fantasy,Urban Fantasy,Fantasy,Paranormal,Fantasy,Fairies,Fae,Romance,Paranormal Romance,Romance,Adult,Fantasy,Magic,Paranormal,Fairies",September 16th 2008,Delacorte Press,327,English,"4,888",4.29,
1863,The Time of Our Singing,,Richard Powers,"Fiction,Music,Historical,Historical Fiction,Literary Fiction,Novels,Race,Contemporary,Historical,The United States Of America",February 5th 2004,"Vintage

            ,",631,English,433,4.26,"WH Smith Literary Award (2004),Ambassador Book Award for Fiction (2004),National Book Critics Circle Award Nominee (2003)"
1864,The Emperor of All Maladies: A Biography of Cancer,,Siddhartha Mukherjee,"Nonfiction,Science,History,Health,Medicine,Medical,Health,Science,Biology,Audiobook,Biography",November 16th 2010,Scribner,571,English,"7,141",4.27,"Pulitzer Prize for General Nonfiction (2011),Guardian First Book Award (2011),J. Anthony Lukas Book Prize Nominee (2011),Wellcome Book Prize Nominee for Shortlist (2011),National Book Critics Circle Award Nominee for General Nonfiction (2010)"
1865,The Fish the Fighters and the Song-Girl,"
        (The Sacred Band of Stepsons Expanded ""Author's Cut"" editions #9)
","Janet E. Morris,Chris Morris","Fantasy,Heroic Fantasy,Sword and Sorcery,Fiction,Historical,Historical Fiction",April 18th 2012,Perseid Publishing,297,English,17,4.57,
1866,Grit: The Banter and Brutality of the Late-Night Cab,,Karl Wiggins,"Nonfiction,Humor,Crime,True Crime,Humor,Comedy,Biography,Autobiography,Memoir,Cultural",January 13th 2013,"Amazon Digital Services

            ,",177,English,9,3.57,
1867,A Free Life,,Ha Jin,"Fiction,Cultural,China,Contemporary,Literary Fiction,Cultural,Asia,Novels,Literature,Realistic Fiction,Audiobook",October 30th 2007,"Pantheon Books

            ,",660,English,440,3.7,"亞洲週刊中文十大好書 for 小說類 (2008),LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)"
1868,The Signature of All Things,,Elizabeth Gilbert,"Fiction,Historical,Historical Fiction,Historical,Audiobook,Adult Fiction,Literary Fiction,Novels,Environment,Nature,Adult",October 1st 2013,Riverhead Books,501,English,"12,136",3.84,"Wellcome Book Prize Nominee for Shortlist (2014),Women's Prize for Fiction Nominee for Longlist (2014),Andrew Carnegie Medal Nominee for Fiction (2014),Goodreads Choice Award Nominee for Historical Fiction (2013)"
1869,"Chosen (House of Night, #3)","
        (House of Night #3)
","P.C. Cast,Kristin Cast","Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance,Fiction,Fantasy,Supernatural,Fantasy,Urban Fantasy,Romance,Paranormal Romance",March 4th 2008,St. Martin's Griffin,307,English,"4,507",3.91,
1870,"Revelation (Matthew Shardlake, #4)","
        (Matthew Shardlake #4)
",C.J. Sansom,"Historical,Historical Fiction,Mystery,Fiction,Historical,Mystery,Crime,Mystery,Historical Mystery,English History,Tudor Period,European Literature,British Literature,Thriller",April 4th 2008,MacMillan,550,English,"1,148",4.36,CWA Ellis Peters Historical Award Nominee for Shortlist (2008)
1871,"The Darkest Minds (The Darkest Minds, #1)","
        (The Darkest Minds #1)
",Alexandra Bracken,"Young Adult,Science Fiction,Dystopia,Fantasy,Science Fiction,Romance,Fiction,Fantasy,Paranormal,Adventure,Young Adult,Young Adult Fantasy",December 18th 2012,Disney Hyperion,488,English,"17,392",4.15,"Lincoln Award Nominee (2016),Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)"
1872,"Labyrinth (Languedoc, #1)","
        (Languedoc #1)
",Kate Mosse,"Historical,Historical Fiction,Fiction,Fantasy,Mystery,Historical,Thriller,Cultural,France,Adventure,Adult",February 6th 2007,"Berkley Books

            ,",515,English,"3,279",3.61,British Book Award for Best Read of the Year (2006)
1873,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)","
        (Gallagher Girls #3)
",Ally Carter,"Young Adult,Mystery,Romance,Contemporary,Fiction,Spy Thriller,Espionage,Adventure,Womens Fiction,Chick Lit,Young Adult,Teen",June 9th 2009,Disney ● Hyperion Books,263,English,"2,733",4.21,RITA Award by Romance Writers of America Nominee for Best Young Adult Romance (2010)
1874,"Pushing the Limits (Pushing the Limits, #1)","
        (Pushing the Limits #1)
",Katie McGarry,"Romance,Young Adult,Contemporary,New Adult,Romance,Contemporary Romance,Young Adult,High School,Realistic Fiction,Fiction,Young Adult,Young Adult Romance",July 31st 2012,"Harlequin Teen

            ,",392,English,"7,869",4.04,"RITA Award by Romance Writers of America Nominee for First Book & Nominee for Young Adult Romance (2013),Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Contemporary Novel (2012),Gayle Wilson Award of Excellence for Young Adult Fiction (2013),Goodreads Choice Award Nominee for Young Adult Fiction (2012),New England Chapter RWA Readers' Choice for Young Adult Fiction (2013)"
1875,"Demonglass (Hex Hall, #2)","
        (Hex Hall #2)
","Rachel Hawkins,R. Khokins","Young Adult,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Magic,Paranormal,Vampires,Paranormal,Witches,Fantasy,Supernatural,Paranormal,Demons",March 22nd 2011,Disney,359,English,"4,869",4.07,Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2011)
1876,"Slammed (Slammed, #1)","
        (Slammed #1)
",Colleen Hoover,"Romance,New Adult,Young Adult,Contemporary,Romance,Contemporary Romance,Fiction,Womens Fiction,Chick Lit,Young Adult,High School,Realistic Fiction",January 5th 2012,"Colleen Hoover

            ,",317,English,"16,941",4.23,Goodreads Choice Award Nominee for Young Adult Fiction and for Goodreads Author (2012)
1877,"Only the Good Spy Young (Gallagher Girls, #4)","
        (Gallagher Girls #4)
",Ally Carter,"Young Adult,Mystery,Romance,Contemporary,Spy Thriller,Espionage,Fiction,Adventure,Womens Fiction,Chick Lit,Young Adult,Teen",June 29th 2010,Hyperion Book CH,265,English,"2,583",4.29,Goodreads Choice Award Nominee for Young Adult Fiction (2010)
1878,The Witch's Trinity,,Erika Mailman,"Historical,Historical Fiction,Fiction,Paranormal,Witches,Historical,Fantasy,Cultural,Germany,Horror,Witchcraft,Fantasy,Paranormal",October 7th 2008,"Broadway Books

            ,",288,English,287,3.58,Bram Stoker Award Nominee for Best Novel (2007)
1879,Tinkers,,Paul Harding,"Fiction,Literature,Literary Fiction,Novels,Contemporary,Historical,Historical Fiction,Adult Fiction,Literature,American,Book Club",January 1st 2009,"Bellevue Literary Press

            ,",192,English,"4,966",3.39,"Pulitzer Prize for Fiction (2010),PEN/Robert W. Bingham Prize (2010),International Dublin Literary Award Nominee (2011),The Center for Fiction Nominee (2009)"
1880,"Undead and Unreturnable (Undead, #4)","
        (Undead #4)
",MaryJanice Davidson,"Paranormal,Vampires,Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Fantasy,Fantasy,Urban Fantasy,Womens Fiction,Chick Lit,Humor,Fiction",May 30th 2006,"Berkley

            ,",288,English,580,3.88,
1881,Confessions of a Contractor,,Richard  Murphy,"Fiction,Adult Fiction,Romance",August 14th 2008,G.P. Putnam's Sons,288,English,73,3.03,
1882,"Everlasting (The Immortals, #6)","
        (The Immortals #6)
",Alyson Noel,"Young Adult,Fantasy,Fantasy,Paranormal,Romance,Romance,Paranormal Romance,Fantasy,Magic,Fantasy,Supernatural,Fiction,Fantasy,Urban Fantasy",June 7th 2011,St. Martin's Griffin,336,English,"1,768",3.91,
1883,"Beautiful Chaos (Caster Chronicles, #3)","
        (Caster Chronicles #3)
","Kami Garcia,Margaret Stohl","Fantasy,Young Adult,Fantasy,Paranormal,Romance,Fantasy,Magic,Fiction,Fantasy,Supernatural,Paranormal,Witches,Fantasy,Urban Fantasy",October 18th 2011,"Little, Brown and Company",516,English,"4,739",3.91,
1884,Mornings in Jenin,,Susan Abulhawa,"Historical,Historical Fiction,Fiction,Novels,War,Historical,Politics,Cultural,Israel,Contemporary,Literature",February 15th 2010,"Bloomsbury USA

            ,",352,English,"3,872",4.41,Muhammad Hasan Askari Award for Urdu Translation (2010)
1885,"Saga, Vol. 1","
        (Saga #1)
","Brian K. Vaughan,Fiona Staples","Sequential Art,Graphic Novels,Sequential Art,Comics,Fantasy,Science Fiction,Fiction,Graphic Novels Comics,Adult,Romance,Comics,Comic Book",October 23rd 2012,"Image Comics

            ,",176,English,"14,260",4.17,"Hugo Award for Best Graphic Story (2013),Harvey Awards for Best Continuing or Limited Series, Best New Series, Best Single Issue or Story (Saga #1), Best Writer (for Brian K. Vaughan), Best Artist (for Fiona Staples), Best Colorist (for Fiona Staples) AND nominated for Best Cover Artist (for Fiona Staples) (2013),British Fantasy Award for Best Comic/Graphic Novel (2013),Will Eisner Comic Industry Awards for Best New Series, Best Continuing Series, Best Writer (for Brian K. Vaughan) (2013),Goodreads Choice Award Nominee for Best Graphic Novels & Comics (2012)"
1886,"John Dies at the End (John Dies at the End, #1)","
        (John Dies at the End #1)
","David  Wong,Jason Pargin","Horror,Fiction,Humor,Fantasy,Science Fiction,Humor,Comedy,Fantasy,Urban Fantasy,Fantasy,Paranormal,Audiobook",August 1st 2007,"Permuted Press

            ,",362,English,"6,515",3.88,
1887,"Empress Orchid (Empress Orchid, #1)","
        (Empress Orchid #1)
",Anchee Min,"Historical,Historical Fiction,Fiction,Cultural,China,Historical,Cultural,Asia,Literature,Asian Literature,Romance,Cultural,Literature,19th Century",April 11th 2005,"Mariner Books

            ,",368,English,"1,393",3.88,
1888,"La Belle Sauvage (The Book of Dust, #1)","
        (The Book of Dust #1)
",Philip Pullman,"Fantasy,Young Adult,Fiction,Audiobook,Adventure,Childrens,Childrens,Middle Grade,Science Fiction Fantasy,Young Adult,Young Adult Fantasy",October 19th 2017,Alfred A. Knopf,449,English,"8,490",4.13,"Locus Award Nominee for Best Young Adult Novel (2018),Geffen Award Nominee for Best Translated YA Book (2019),Odyssey Award Nominee (2018),Australian Book Industry Award (ABIA) Nominee for International Book (2018),Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2017)"
1889,The Sixth Extinction: An Unnatural History,,Elizabeth Kolbert,"Nonfiction,Science,History,Environment,Environment,Nature,Science,Biology,Environment,Climate Change,Audiobook,Animals",February 11th 2014,Henry Holt and Co. (Georg von Holtzbrinck),336,English,"5,905",4.13,"Pulitzer Prize for General Nonfiction (2015),Helen Bernstein Book Award Nominee for Excellence in Journalism (2015),Los Angeles Times Book Prize for Science and Technology (2014),National Book Critics Circle Award Nominee for General Nonfiction (2014),PEN/E.O. Wilson Prize for Literary Science Writing Nominee for Shortlist (2015)"
1890,Two Boys Kissing,,David Levithan,"Young Adult,LGBT,Romance,Contemporary,Fiction,LGBT,Queer,Realistic Fiction,LGBT,Gay,Romance,M M Romance",August 27th 2013,Knopf Books for Young Readers,200,English,"4,737",4.09,"National Book Award Nominee for Young People’s Literature (2013),Stonewall Book Award Nominee for Children's & Young Adult Literature (2014),Milwaukee County Teen Book Award Nominee (2014),Lambda Literary Award Nominee for LGBT Children's/Young Adult (2014),The Inky Awards Nominee for Silver Inky (2014)"
1891,The Overstory,,Richard Powers,"Fiction,Environment,Nature,Literary Fiction,Environment,Contemporary,Novels,Historical,Historical Fiction,Literature,Book Club",April 2nd 2019,"W.W. Norton & Company

            ,",502,English,"14,767",4.11,"Booker Prize Nominee (2018),Pulitzer Prize for Fiction (2019),PEN/Faulkner Award for Fiction Nominee (2019),William Dean Howells Medal (2020),Dayton Literary Peace Prize Nominee for Fiction (2019)"
